country,provpcode,province,ctypcode,county,scpcode,subcounty,dhis2_id
Kenya,KEN_1_4,Central,KEN_2_18,Nyandarua,KEN_3_90,Kipipiri Sub County,KlVgeHmvG6n
Kenya,KEN_1_5,Rift Valley,KEN_2_27,Uasin Gishu,KEN_3_143,Moiben Sub County,q8R0FA1hxnP
Kenya,KEN_1_3,Eastern,KEN_2_13,Tharaka-Nithi,KEN_3_61,Chuka Sub County,JmE1qRVQD4F
Kenya,KEN_1_5,Rift Valley,KEN_2_35,Kericho,KEN_3_192,Belgut Sub County,YnIAWg1T4AY
Kenya,KEN_1_2,North Eastern,KEN_2_8,Wajir,KEN_3_37,Eldas Sub County,x6Z1sBeiyqQ
Kenya,KEN_1_5,Rift Valley,KEN_2_33,Narok,KEN_3_177,Transmara West Sub County,Nb6e34jNGAq
Kenya,KEN_1_3,Eastern,KEN_2_12,Meru,KEN_3_51,Igembe South Sub County,wtuGWT7KjVm
Kenya,KEN_1_6,Western,KEN_2_39,Bungoma,,Cheptais Sub County,NZphHeczehh
Kenya,KEN_1_4,Central,KEN_2_18,Nyandarua,KEN_3_92,Oljoroorok Sub County,fVSw60UAC3W
Kenya,KEN_1_5,Rift Valley,KEN_2_29,Nandi,KEN_3_155,Emgwen Sub County,Njv37QXxNy2
Kenya,KEN_1_7,Nyanza,KEN_2_46,Nyamira,KEN_3_270,Masaba North Sub County,Qn5Fff2lIDz
Kenya,KEN_1_3,Eastern,KEN_2_16,Machakos,KEN_3_76,Yatta Sub County,CeukNtGhW7J
Kenya,KEN_1_4,Central,KEN_2_22,Kiambu,KEN_3_122,Lari Sub County,nCziQtZ49jj
Kenya,KEN_1_3,Eastern,KEN_2_12,Meru,KEN_3_52,Igembe Central Sub County,TPfcUHno8oP
Kenya,KEN_1_4,Central,KEN_2_21,Muranga,KEN_3_105,Mathioya Sub County,u7Gkh63FYe4
Kenya,KEN_1_4,Central,KEN_2_21,Muranga,KEN_3_109,Kandara Sub County,gwYTo0wITYX
Kenya,KEN_1_5,Rift Valley,KEN_2_35,Kericho,KEN_3_188,Kipkelion East Sub County,gU0Cz7Qlfss
Kenya,KEN_1_3,Eastern,KEN_2_16,Machakos,KEN_3_79,Kathiani Sub County,iCey76HYgLP
Kenya,KEN_1_5,Rift Valley,KEN_2_36,Bomet,KEN_3_194,Sotik Sub County,KyuSYunELJI
Kenya,KEN_1_8,Nairobi,KEN_2_47,Nairobi,KEN_3_282,Embakasi South Sub County,aDp1odOWYC1
Kenya,KEN_1_2,North Eastern,KEN_2_9,Mandera,KEN_3_40,BANISSA,hCvlJNjyZna
Kenya,KEN_1_3,Eastern,KEN_2_13,Tharaka-Nithi,,Tharaka South Sub County,Yz1V5Cx8CO2
Kenya,KEN_1_6,Western,KEN_2_40,Busia,KEN_3_229,Butula Sub County,RIBiZFJxB1K
Kenya,KEN_1_2,North Eastern,KEN_2_8,Wajir,KEN_3_36,Wajir West Sub County,X98G0eIWdmP
Kenya,KEN_1_4,Central,KEN_2_22,Kiambu,KEN_3_112,Gatundu North Sub County,HEsM6W2ImQR
Kenya,KEN_1_3,Eastern,KEN_2_13,Tharaka-Nithi,,Igambang'ombe Sub County,yXwsnpFBIPW
Kenya,KEN_1_7,Nyanza,KEN_2_46,Nyamira,KEN_3_271,Nyamira Sub County,cxjRPbvhjzr
Kenya,KEN_1_6,Western,KEN_2_39,Bungoma,KEN_3_218,Kabuchai Sub County,k1mze33jOs0
Kenya,KEN_1_3,Eastern,KEN_2_16,Machakos,KEN_3_78,Matungulu Sub County,GnixPSqaV6D
Kenya,KEN_1_4,Central,KEN_2_18,Nyandarua,KEN_3_93,Ndaragwa Sub County,EESGLsSLTqH
Kenya,KEN_1_7,Nyanza,KEN_2_41,Siaya,KEN_3_237,Rarieda Sub County,XcRpb1xsM64
Kenya,KEN_1_1,Coast,KEN_2_6,Taita Taveta,KEN_3_24,Wundanyi Sub County,AM36DdkZ36Y
Kenya,KEN_1_3,Eastern,KEN_2_17,Makueni,KEN_3_85,Kaiti  Sub County,pKJ4NZGPzTA
Kenya,KEN_1_3,Eastern,KEN_2_14,Embu,KEN_3_65,Mbeere South  Sub County,AvnM6jKoocs
Kenya,KEN_1_4,Central,KEN_2_19,Nyeri,KEN_3_94,Tetu Sub County,YT3tecc4atw
Kenya,KEN_1_7,Nyanza,KEN_2_44,Migori,KEN_3_258,Nyatike Sub County,D2lsuEzZAJP
Kenya,KEN_1_4,Central,KEN_2_22,Kiambu,KEN_3_111,Gatundu South Sub County,EcRytSSIkUq
Kenya,KEN_1_5,Rift Valley,KEN_2_29,Nandi,KEN_3_153,Nandi East Sub County,W6Err8cQf5J
Kenya,KEN_1_4,Central,KEN_2_19,Nyeri,KEN_3_96,Mathira East Sub County,vznKK4IegIL
Kenya,KEN_1_5,Rift Valley,KEN_2_28,Elgeyo-Marakwet,KEN_3_147,Marakwet East sub-county,EZraJgLdRLX
Kenya,KEN_1_5,Rift Valley,KEN_2_34,Kajiado,KEN_3_187,Loitokitok Sub County,eyADpAXM834
Kenya,KEN_1_7,Nyanza,KEN_2_45,Kisii,KEN_3_263,Bomachoge Borabu Sub County,ntRK47D5dYL
Kenya,KEN_1_5,Rift Valley,KEN_2_31,Laikipia,KEN_3_165,Laikipia North Sub County,RJyUfi5BQUm
Kenya,KEN_1_3,Eastern,KEN_2_15,Kitui,KEN_3_71,Kitui Rural Sub County,vbauk0RRq9N
Kenya,KEN_1_5,Rift Valley,KEN_2_27,Uasin Gishu,KEN_3_142,Turbo Sub County,KuprsuBe1l0
Kenya,KEN_1_8,Nairobi,KEN_2_47,Nairobi,KEN_3_284,Embakasi Central Sub County,XvpLXU47BKs
Kenya,KEN_1_3,Eastern,KEN_2_16,Machakos,KEN_3_82,Mwala Sub County,fYYivceocJ2
Kenya,KEN_1_5,Rift Valley,KEN_2_26,Trans Nzoia,KEN_3_136,Kwanza  Sub County,ABy8CNqf2e7
Kenya,KEN_1_6,Western,KEN_2_38,Vihiga,KEN_3_211,Vihiga Sub County,OOF3UX4yOt7
Kenya,KEN_1_6,Western,KEN_2_39,Bungoma,KEN_3_220,Kanduyi Sub County,CUjthlounWV
Kenya,KEN_1_8,Nairobi,KEN_2_47,Nairobi,KEN_3_287,Makadara  Sub County,wwROy3Qkwin
Kenya,KEN_1_5,Rift Valley,KEN_2_31,Laikipia,KEN_3_163,Laikipia West Sub County,pXbWrnFPpKb
Kenya,KEN_1_5,Rift Valley,KEN_2_32,Nakuru,KEN_3_168,Naivasha  Sub County,yZJJPoSGhY6
Kenya,KEN_1_5,Rift Valley,KEN_2_35,Kericho,KEN_3_193,Sigowet/Soin Sub County,ScLzA7tQxrH
Kenya,KEN_1_8,Nairobi,KEN_2_47,Nairobi,KEN_3_285,Embakasi East Sub County,gD4xxgDGJ4Y
Kenya,KEN_1_5,Rift Valley,KEN_2_35,Kericho,KEN_3_191,Bureti Sub County,wt8cPHWfkfu
Kenya,KEN_1_4,Central,KEN_2_19,Nyeri,KEN_3_99,Nyeri Central Sub County,GXnD5lHeanK
Kenya,KEN_1_3,Eastern,KEN_2_10,Marsabit,KEN_3_47,SAKU,WILszL634oZ
Kenya,KEN_1_1,Coast,KEN_2_1,Mombasa,KEN_3_1,Changamwe Sub County,OvI6w06DhPJ
Kenya,KEN_1_1,Coast,KEN_2_3,Kilifi,KEN_3_13,Kaloleni Sub County,tSKDWoVKiPo
Kenya,KEN_1_3,Eastern,KEN_2_16,Machakos,KEN_3_80,Athi River Sub County,BxfsSc6Svrc
Kenya,KEN_1_7,Nyanza,KEN_2_45,Kisii,KEN_3_262,South Mugirango Sub County,WHG67QCDRS9
Kenya,KEN_1_3,Eastern,KEN_2_16,Machakos,KEN_3_75,Masinga Sub County,hpcb7MYi6nc
Kenya,KEN_1_1,Coast,KEN_2_3,Kilifi,KEN_3_12,Kilifi South Sub County,xWAZBULwGxp
Kenya,KEN_1_7,Nyanza,KEN_2_43,Homa Bay,KEN_3_248,Rangwe Sub County,iK2Jk2AxhlD
Kenya,KEN_1_4,Central,KEN_2_20,Kirinyaga,KEN_3_101,Kirinyaga East Sub County,yOaHQLOLd1H
Kenya,KEN_1_1,Coast,KEN_2_1,Mombasa,KEN_3_2,Jomvu  Sub County,vSISrsNNHwq
Kenya,KEN_1_6,Western,KEN_2_40,Busia,KEN_3_228,Matayos Sub County,tvkI2HSIRW9
Kenya,KEN_1_2,North Eastern,KEN_2_7,Garissa,KEN_3_27,Garissa Sub County,lQkHbTC1iRg
Kenya,KEN_1_2,North Eastern,KEN_2_7,Garissa,KEN_3_30,Dadaab Sub County,EW4Jw4dVWBt
Kenya,KEN_1_4,Central,KEN_2_19,Nyeri,KEN_3_98,Mukurweini Sub County,zT8Zj5vNYCy
Kenya,KEN_1_1,Coast,KEN_2_1,Mombasa,KEN_3_4,Nyali  Sub County,sr8WEz03EnP
Kenya,KEN_1_3,Eastern,KEN_2_14,Embu,KEN_3_64,Runyenjes  Sub County,kMSLkN4nsRl
Kenya,KEN_1_6,Western,KEN_2_38,Vihiga,KEN_3_213,Hamisi Sub County,BXaq5PxSfz2
Kenya,KEN_1_7,Nyanza,KEN_2_41,Siaya,KEN_3_235,Gem Sub County,PKeFksHlJkB
Kenya,KEN_1_3,Eastern,KEN_2_17,Makueni,KEN_3_83,Mbooni  Sub County,jxjGWCdfsib
Kenya,KEN_1_4,Central,KEN_2_22,Kiambu,KEN_3_115,Ruiru Sub County,TPRNJqSm4lK
Kenya,KEN_1_5,Rift Valley,KEN_2_23,Turkana,KEN_3_124,Turkana West Sub County,HK5SUCMQmsw
Kenya,KEN_1_5,Rift Valley,KEN_2_24,West Pokot,KEN_3_132,Pokot South Sub County,u2zJahNiSP5
Kenya,KEN_1_5,Rift Valley,KEN_2_36,Bomet,KEN_3_197,Bomet Central Sub County,m9gdonbVXjZ
Kenya,KEN_1_5,Rift Valley,KEN_2_32,Nakuru,KEN_3_176,Nakuru East  Sub County,FBJ9Y11esHS
Kenya,KEN_1_4,Central,KEN_2_22,Kiambu,KEN_3_118,Kiambaa Sub County,oMaQgNIs85x
Kenya,KEN_1_4,Central,KEN_2_21,Muranga,KEN_3_108,Muranga South Sub County,l46g2PZUjoh
Kenya,KEN_1_6,Western,KEN_2_37,Kakamega,KEN_3_208,Khwisero Sub County,UhQS2Mv0PCK
Kenya,KEN_1_2,North Eastern,KEN_2_7,Garissa,KEN_3_31,Fafi Sub County,RScEHA3V38d
Kenya,KEN_1_1,Coast,KEN_2_3,Kilifi,KEN_3_17,Magarini Sub County,KMWrMZrlO5u
Kenya,KEN_1_7,Nyanza,KEN_2_41,Siaya,KEN_3_233,Ugunja Sub County,m9nsQ1MXlVU
