country,province,county,Subcounty,longitude,latitude,dist_to_busia_km,dist_to_malaba_km,dist_to_lwakhakha_km,dist_to_suam_km,dist_to_laikipia_airbase_km,County,Total,area_sqkm,adm2_ref_name,center_lat,center_lon,geometry,dist_to_quarantine_km,dist_to_border_km,hospital_count,County_Name,road_count,District Hospital,Health Centre,National Referral Hospital,Provincial General Hospital,raw_healthcare_capacity
Kenya,Central,Muranga,Mathioya,36.86552028427232,-0.6342125089781887,329.4469656425848,320.8164278981989,319.07736971479943,314.3505720827381,78.52760479579483,Murang'a,92814.0,279.71824441,Mathioya,-0.63596023,36.99642543,POINT (945038.2393666185 -70465.22777190463),105.98236856554352,334.47860932688343,0.0,Murang'a,102.0,0.0,1.0,0.0,0.0,36.0
Kenya,Central,Muranga,Kandara,37.01015003762441,-0.8828118494666687,355.1891340396461,347.87606207020485,347.16174287344995,344.7740589772385,104.16965627169408,Murang'a,175098.0,209.94400921,Kandara,-0.8811687,37.02618767,POINT (948332.6948489019 -97638.24690273101),133.27138897544847,349.62994016697377,0.0,Murang'a,102.0,0.0,0.0,0.0,0.0,59.0
Kenya,Eastern,Machakos,Kathiani,37.29930031840932,-1.4230349223568863,411.7219053200168,406.8125772387362,407.9263028016617,409.7432038911456,167.047645597157,Machakos,111890.0,206.01112188,Kathiani,-1.42083824,37.30890196,POINT (979781.4311020888 -157493.6199953126),198.95584430136515,407.61415548111785,0.0,Machakos,418.0,1.0,3.0,0.0,0.0,35.0
Kenya,Rift Valley,Bomet,Sotik,35.13683493685297,-0.7608840232289632,177.59675007012697,182.51847494848528,192.60482059703065,224.82998211728616,228.60171179369115,Bomet,227855.0,475.53823377,Sotik,-0.76531307,35.1444925,POINT (738663.2645598792 -84649.81761472565),218.93416930287927,182.43916464042803,0.0,Bomet,92.0,0.0,3.0,0.0,0.0,48.0
Kenya,Nairobi,Nairobi,Embakasi South,36.89257210108842,-1.329393009032679,367.7910059512611,363.96468435539975,366.115724221238,371.6189458042346,154.51194835976708,,,17.54934931,Embakasi South,-1.33572978,36.87388975,POINT (931281.163929848 -147978.80692359465),181.39364620089785,362.5450543869927,0.0,Nairobi,6010.0,0.0,5.0,0.0,0.0,38.0
Kenya,Eastern,Tharaka-Nithi,Tharaka South,37.92686307738444,-0.1960765207769875,430.2427529084553,416.47199234876615,409.7590035064436,388.624624563632,104.12770054216146,Tharaka Nithi,75250.0,,,,,,,,,,,1.0,2.0,0.0,0.0,38.0
Kenya,Western,Busia,Butula,34.29711023781375,0.349183090420268,24.10946073808038,31.99828690339291,50.49827685956412,108.20190225521084,305.0308711939323,Busia,140334.0,242.96638872,Butula,0.34422513,34.29268459,POINT (643853.1373913316 38056.97471991484),279.3400365932959,31.695404560910543,0.0,Busia,485.0,1.0,3.0,0.0,0.0,35.0
Kenya,North Eastern,Wajir,Wajir West,39.48354284160695,1.733620724004797,613.2731841511228,591.7516929740104,577.0819788443772,531.3152368917863,331.1096693792958,Wajir,121828.0,8124.32104518,Wajir West,1.64850455,39.67596986,POINT (1244257.4459688787 183461.46945944423),354.5105691969092,613.5825072567987,0.0,Wajir,233.0,1.0,4.0,0.0,0.0,33.0
Kenya,Central,Kiambu,Gatundu North,36.805520989120296,-0.9026885329087913,335.6995183224725,329.3132517155321,329.46879995601785,329.99348580154185,109.11649999588084,Kiambu,109870.0,234.53556586,Gatundu North,-0.91616735,36.84955538,POINT (928629.3526941324 -101494.60656133549),134.83849310923668,334.4191763796757,0.0,Kiambu,1758.0,0.0,1.0,0.0,0.0,35.0
Kenya,Nyanza,Nyamira,Nyamira,34.92990224402543,-0.5869318679538756,148.10409847085273,154.26417803560864,165.58631690840318,202.130278580004,243.55104936178543,,,,,,,,,,,,,1.0,20.0,0.0,0.0,79.0
Kenya,Eastern,Machakos,Matungulu,37.24857327614912,-1.2098639123618455,395.17100467602825,389.1621344523691,389.4090316637713,389.0146233162953,142.717539678538,Machakos,161557.0,581.41586151,Matungulu,-1.20644343,37.25313449,POINT (973600.8651924857 -133719.0663777503),174.40753062022554,389.574715454271,0.0,Machakos,418.0,0.0,5.0,0.0,0.0,64.0
Kenya,Nyanza,Siaya,Rarieda,34.338599985354534,-0.2216288028829794,80.4542749275751,95.63691535570604,113.25018925896126,166.14492783164036,300.2141213314794,Siaya,152570.0,679.163389,Rarieda,-0.24595225,34.35461642,POINT (650747.6511766841 -27192.765938190147),279.02523885246404,97.30152130887735,0.0,Siaya,615.0,0.0,11.0,0.0,0.0,55.0
Kenya,Coast,Taita Taveta,Wundanyi,38.187407082398686,-3.0414633644949216,597.5471252500357,596.9354924410511,601.1625406011867,610.0085861949009,367.6604583026232,,,850.95271696,Wundanyi,-3.29923698,38.26943486,POINT (1086217.8647073891 -366223.5859191232),431.4578281606556,622.83129150225,0.0,Taita Taveta,282.0,0.0,5.0,0.0,0.0,31.0
Kenya,Eastern,Embu,Mbeere South,37.61019398101973,-0.7458163780195909,411.382432302133,401.4223449563251,398.2151662471986,387.605383526108,110.22792904790684,Embu,163476.0,,,,,,,,,,,0.0,4.0,0.0,0.0,42.0
Kenya,Central,Nyeri,Tetu,36.89539615330705,-0.4571456859280668,325.80379647090217,315.7120847810943,312.70510321637965,304.4214729064924,58.60820451583618,Nyeri,80453.0,358.51357373,Tetu,-0.45314156,36.82206294,POINT (925604.5581188452 -50198.16364480108),83.46678971187866,308.5129340932227,0.0,Nyeri,222.0,0.0,3.0,0.0,0.0,51.0
Kenya,Nyanza,Migori,Nyatike,34.22267100620248,-0.938876867016746,156.72016780012802,175.22606795294547,193.69019528167453,246.6303056251361,330.50578938176426,Migori,176162.0,1214.09404956,Nyatike,-0.92785394,34.13412083,POINT (626191.1085999291 -102576.05510149602),326.5416715633589,172.8906467881713,0.0,Migori,87.0,0.0,1.0,0.0,0.0,59.0
Kenya,Rift Valley,Nandi,Nandi East,35.26078877478423,0.1046265388876354,133.63588067880846,124.5281894818666,124.70435858064666,137.2824710973222,196.1855290532936,Nandi,119173.0,,,,,,,,,,,1.0,1.0,0.0,0.0,51.0
Kenya,Central,Nyeri,Mathira East,37.13895807807,-0.4608818044790119,351.7309933322349,341.01428631056405,337.3373717148516,326.4859786963547,58.64134168497952,Nyeri,99065.0,,,,,,,,,,,1.0,0.0,0.0,0.0,66.0
Kenya,Rift Valley,Elgeyo-Marakwet,Marakwet East,35.577543050951775,1.1538478250558803,179.711120526446,155.84181058516415,139.19124249320245,94.35378550547064,202.0869027931901,Elgeyo Marakwet,97041.0,810.53666154,Marakwet East,1.13445213,35.5893243,POINT (788169.5580024257 125520.19670809912),163.51493287307997,157.11602373830132,0.0,Elgeyo-Marakwet,48.0,0.0,10.0,0.0,0.0,59.0
Kenya,Rift Valley,Laikipia,Laikipia North,36.87652168148772,0.425017266101266,307.1257324741088,290.2141340842016,280.876305239122,254.3551411754426,44.42172103118181,Laikipia,36184.0,4916.20032584,Laikipia North,0.42846094,37.08918117,POINT (955400.183684071 47479.49762758137),35.255522059584074,314.85942815851854,0.0,Laikipia,104.0,0.0,0.0,0.0,0.0,16.0
Kenya,Nairobi,Nairobi,Embakasi Central,36.91506265088635,-1.2688262265545622,366.3034462633236,361.9872249491475,363.7419690933468,368.1524121699796,147.58199561000717,,,8.18237804,Embakasi Central,-1.26961166,36.90936602,POINT (935248.2724036081 -140659.86116382686),174.31267807052467,361.41828016562624,0.0,Nairobi,6010.0,0.0,11.0,0.0,0.0,75.0
Kenya,Eastern,Machakos,Mwala,37.5243363379074,-1.4200078709985484,433.26513361652246,427.5461375094733,427.92420884463775,427.3232891275063,173.0605862241496,Machakos,181896.0,1018.84002522,Mwala,-1.40123239,37.52209964,POINT (1003572.9883096748 -155365.3136912509),205.0287207884443,426.4480468443098,0.0,Machakos,418.0,1.0,6.0,0.0,0.0,64.0
Kenya,Rift Valley,Trans Nzoia,Kwanza,34.98015062241204,1.1449142885040056,122.27547339177733,96.6824384543795,77.38978914123885,28.88680192273754,257.6433239488631,Trans Nzoia,203821.0,464.80596041,Kwanza,1.14000894,34.98291413,POINT (720649.6272692207 126081.39540571958),222.77324078048,97.35082738474904,0.0,Trans Nzoia,161.0,1.0,3.0,0.0,0.0,41.0
Kenya,Western,Vihiga,Vihiga,34.692115329411,0.032403273278836,80.31889881327466,81.59218264372917,91.82978938239388,132.12694900930373,259.34916339973546,Vihiga,95292.0,89.52488194,Vihiga,0.03155753,34.69029154,POINT (688114.5727325256 3489.583898624543),236.91139140977373,81.03621157486411,0.0,Vihiga,112.0,1.0,5.0,0.0,0.0,31.0
Kenya,Nairobi,Nairobi,Makadara,36.86911962206104,-1.2953780765491516,363.552904578479,359.612095031709,361.6852697001097,367.048306196461,151.0229901826753,Nairobi,189536.0,11.99723439,Makadara,-1.29457182,36.86337877,POINT (930116.2525404467 -143417.3236735634),176.78714049581822,358.88730390813055,0.0,Nairobi,6010.0,0.0,3.0,0.0,0.0,70.0
Kenya,Rift Valley,Laikipia,Laikipia West,36.471738572120834,0.3004355407477314,262.7336900744988,247.0929119852747,239.25864672022288,218.85294059565496,67.29002444244969,Laikipia,129263.0,1398.45986962,Laikipia West,-0.07508303,36.76914131,POINT (919715.5753726782 -8317.041783196779),41.69143798397788,289.10521117063314,0.0,Laikipia,104.0,1.0,3.0,0.0,0.0,38.0
Kenya,Rift Valley,Nakuru,Naivasha,36.39326921775048,-0.8739418001814807,293.9437698213912,289.2567049882412,291.0433755648454,297.24774871667,124.7757392138154,Nakuru,355383.0,1721.77461041,Naivasha,-0.88111109,36.36367928,POINT (874465.8388726104 -97558.50509174385),139.5585908884519,286.9058352927336,0.0,Nakuru,649.0,1.0,7.0,0.0,0.0,123.0
Kenya,Nairobi,Nairobi,Embakasi East,36.93538849714291,-1.3003257169562572,370.072876912397,365.8718619769796,367.7074022526512,372.2759202012112,150.9079042979433,,,85.84392988,Embakasi East,-1.3105678,36.93772427,POINT (938403.4877696483 -145202.34749184223),179.08557472680175,366.6322843762552,0.0,Nairobi,6010.0,0.0,7.0,0.0,0.0,41.0
Kenya,Rift Valley,Kericho,Bureti,35.13193225632101,-0.5663917166072369,161.1901303875433,164.18833647587766,173.15981648079463,203.56882659629028,221.4451738323237,Kericho,199470.0,,,,,,,,,,,1.0,3.0,0.0,0.0,58.0
