country,province,county,Subcounty,longitude,latitude,dist_to_busia_km,dist_to_malaba_km,dist_to_lwakhakha_km,dist_to_suam_km,dist_to_laikipia_airbase_km,County,Total,area_sqkm,adm2_ref_name,center_lat,center_lon,geometry,dist_to_quarantine_km,dist_to_border_km,hospital_count,County_Name,road_count,District Hospital,Health Centre,National Referral Hospital,Provincial General Hospital,raw_healthcare_capacity
Kenya,Coast,Mombasa,Kisauni,39.68716497211038,-3.9730088442289015,791.8769677433505,790.1472454506401,793.2787777654411,797.9421815829027,536.6822253460466,Mombasa,291930.0,89.52658136,Kisauni,-3.98203278,39.70410654,POINT (1245909.196208466 -443182.37542206334),575.4508886463813,792.7947354186493,0.0,Mombasa,711.0,0.0,3.0,0.0,0.0,137.0
Kenya,Nairobi,Nairobi,Dagoretti North,36.78030824598539,-1.2813816348618705,354.41884855357347,350.7934765431402,353.15970580383754,359.5272128280679,150.936547814762,,,,,,,,,,,,,0.0,12.0,1.0,0.0,125.0
Kenya,Eastern,Marsabit,North Horr,37.50948493288311,3.291319194536966,490.8975991055384,465.13407097270095,445.0512074443826,385.1153740927381,363.9987152784145,Marsabit,71447.0,40557.27319193,North Horr,3.17623824,37.53880652,POINT (1004813.4097453039 352183.0015538347),329.238580255524,460.38024396909566,0.0,Marsabit,97.0,0.0,3.0,0.0,0.0,15.0
Kenya,Eastern,Meru,Igembe North,37.98083288286449,0.4624786841139187,429.8804545047471,412.5027345318284,402.3281688446375,370.9683749893261,115.6468906711159,Meru,169317.0,1075.9141978,Igembe North,0.48895772,37.97755227,POINT (1054559.5249793408 54250.495182873594),133.07824545301258,413.5240394566591,0.0,Meru,111.0,0.0,2.0,0.0,0.0,36.0
Kenya,Eastern,Kitui,Kitui Central,38.017454906908455,-1.3577959330145002,479.003399833662,471.4929791447609,470.2438161814,464.3816386567812,191.91567474819013,Kitui,105991.0,728.55883756,Kitui Central,-1.38671151,37.93739911,POINT (1049933.9199862257 -153848.09715337868),225.99326517245484,465.74169864426887,0.0,Kitui,302.0,1.0,1.0,0.0,0.0,99.0
Kenya,Western,Busia,Teso South,34.21682891930856,0.5385244882009161,13.902236339757582,12.631517932648594,33.773484351871296,94.94814886344898,316.7993719715873,Busia,168116.0,304.31938202,Teso South,0.53850794,34.23401264,POINT (637319.3729785583 59535.224981917585),287.0397888481963,10.879177903736108,0.0,Busia,485.0,0.0,3.0,0.0,0.0,27.0
Kenya,Central,Kiambu,Kikuyu,36.610983106760365,-1.248551997327191,336.75239986168503,333.7345308588363,336.66734443230285,344.99173301888425,151.9456924080882,Kiambu,187122.0,174.30738296,Kikuyu,-1.23320913,36.60227311,POINT (901016.3989730615 -136578.45654827924),171.24762291676964,331.61974375636896,0.0,Kiambu,1758.0,0.0,4.0,0.0,0.0,91.0
Kenya,Central,Nyandarua,Kipipiri,36.4886198898534,-0.3976968861690205,280.9086299448941,271.65935250045874,269.64475218993994,265.57671111467045,77.91551605828164,Nyandarua,93855.0,941.17643752,Kipipiri,-0.42284038,36.52797338,POINT (892814.437559659 -46825.9116267332),85.61365946065042,277.1555077176285,0.0,Nyandarua,91.0,0.0,4.0,0.0,0.0,26.0
Kenya,Rift Valley,Kericho,Belgut,35.21952200459171,-0.4006659121677633,156.16500137318505,155.94973561248807,162.6911505890662,188.20519097211505,206.95905591371675,Kericho,145072.0,382.72892633,Belgut,-0.39899874,35.36976437,POINT (763764.8041861856 -44139.35803021718),177.17374969186213,167.15393376117453,0.0,Kericho,98.0,1.0,4.0,0.0,0.0,80.0
Kenya,North Eastern,Wajir,Eldas,39.55108637502611,2.2363091706912788,635.5456159521755,612.8691266227912,596.909997384127,547.4643787747683,371.19343449893006,Wajir,89104.0,4740.82975285,Eldas,2.19434654,39.13907426,POINT (1183942.5735073104 243949.48066329057),335.28136610476207,569.9268265251043,0.0,Wajir,233.0,0.0,1.0,0.0,0.0,11.0
Kenya,Eastern,Meru,Igembe South,37.97159791677994,0.173700831273404,430.093548266525,414.2349412119247,405.5447093773624,378.5820547283336,106.16246548161924,Meru,161646.0,839.06397407,Igembe South,0.0993504,38.14508022,POINT (1073293.9650419462 11025.929843136959),151.7757938774591,435.9316265076841,0.0,Meru,111.0,1.0,3.0,0.0,0.0,62.0
Kenya,Western,Bungoma,Cheptais,34.53832940639163,0.8360302491807317,62.51336746923887,36.76215381012698,18.3922212656724,47.78754922405531,289.7861374519073,Bungoma,136035.0,,,,,,,,,,,0.0,1.0,0.0,0.0,21.0
Kenya,Eastern,Machakos,Yatta,37.581892379090135,-1.238139011348626,429.5845000663302,422.6435917551896,422.0005684391676,418.52014983209546,156.46972181121498,Machakos,172583.0,1060.93373705,Yatta,-1.2419429,37.58482105,POINT (1010605.123251253 -137715.7354324749),192.01942086464445,423.5218922998726,0.0,Machakos,418.0,1.0,3.0,0.0,0.0,60.0
Kenya,Central,Kiambu,Lari,36.666543498943966,-0.9497454955104082,324.50874658227605,319.0728341908011,320.07742224343826,323.2715448458263,118.48154446179367,Kiambu,135303.0,465.93739853,Lari,-0.91486224,36.64883462,POINT (906248.9330364543 -101326.6068634103),135.61662716525717,315.3085634154018,0.0,Kiambu,1758.0,0.0,3.0,0.0,0.0,56.0
Kenya,Eastern,Meru,Igembe Central,38.08343056798846,0.1906531548122015,442.3589407482386,426.352988590526,417.4938973895562,389.87513938812,118.73626946402418,Meru,221412.0,802.36163426,Igembe Central,0.32473651,37.86886109,POINT (1042431.291045668 36024.010233218505),119.31243940726792,402.5160330583273,0.0,Meru,111.0,0.0,2.0,0.0,0.0,40.0
