Subcounty,adm2_pcode,adm1_name,adm1_pcode,area_sqkm,adm2_ref_name,center_lat,center_lon,geometry,dist_to_quarantine_km,dist_to_border_km,hospital_count,County_Name,road_count
Rarieda,KE041237,Siaya,KE041,679.163389,Rarieda,-0.24595225,34.35461642,POINT (650747.6511766841 -27192.765938190147),279.02523885246404,97.30152130887735,0.0,Siaya,615
Rongai,KE032173,Nakuru,KE032,1021.44930788,Rongai,-0.06004787,36.02804676,POINT (837103.6272266149 -6646.436222335226),94.83972504654729,210.12288993234048,0.0,Nakuru,649
Rongo,KE044253,Migori,KE044,212.57939756,Rongo,-0.81635394,34.59807532,POINT (677831.0479032253 -90267.04096910534),274.65302396313785,164.0326844928589,0.0,Migori,87
Roysambu,KE047279,Nairobi,KE047,48.10435805,Roysambu,-1.20801234,36.87854203,POINT (931821.1931100516 -133830.3490380631),167.28772449460448,354.6749243219831,0.0,Nairobi,6010
Ruaraka,KE047281,Nairobi,KE047,7.17967253,Ruaraka,-1.24575497,36.87807589,POINT (931763.1458785755 -138011.61864883677),171.46058693961746,357.04297402034376,0.0,Nairobi,6010
Ruiru,KE022115,Kiambu,KE022,153.11843811,Ruiru,-1.19431299,37.01984706,POINT (947581.3099418315 -132335.3314885842),167.36052567769295,366.8693123115799,0.0,Kiambu,1758
Runyenjes,KE014064,Embu,KE014,371.82964798,Runyenjes,-0.33590178,37.49483774,POINT (1000671.6146193531 -37242.55728701681),104.76693329293649,374.9108616753088,0.0,Embu,66
Sabatia,KE038212,Vihiga,KE038,111.48944961,Sabatia,0.11495373,34.7488733,POINT (694635.8519320335 12711.802418365412),229.43519375069343,78.00269655867932,0.0,Vihiga,112
Saboti,KE026138,Trans Nzoia,KE026,354.81144585,Saboti,0.94905981,34.81755753,POINT (702255.2220647649 104952.87017097813),232.2476511652252,70.42032584676157,0.0,Trans Nzoia,161
Saku,KE010047,Marsabit,KE010,2046.53834899,Saku,2.37631428,37.94960236,POINT (1050984.3409070116 263644.2762916492),263.49722261262707,453.2728265323769,0.0,Marsabit,97
Samburu East,KE025135,Samburu,KE025,10059.12548055,Samburu East,1.10915464,37.53498951,POINT (1005067.6684103023 122982.59902719328),121.51265122630112,367.6341736707777,0.0,Samburu,38
Samburu North,KE025134,Samburu,KE025,8480.79535328,Samburu North,1.70482952,36.93109476,POINT (937585.2474871145 188882.57726652647),156.3178080307039,319.35532124578845,0.0,Samburu,38
Samburu West,KE025133,Samburu,KE025,2475.74881153,Samburu West,1.09058576,36.60470481,POINT (901307.6414267954 120783.15558152711),90.23446908928136,264.9657008118817,0.0,Samburu,38
Seme,KE042241,Kisumu,KE042,449.10336962,Seme,-0.15725807,34.50600502,POINT (667599.4555430142 -17387.788782436925),260.51731921590147,90.91901731310016,0.0,Kisumu,313
Shinyalu,KE037209,Kakamega,KE037,408.33667337,Shinyalu,0.28862331,34.87303738,POINT (708456.9191239995 31918.71907551773),214.69861140504585,77.01160291162896,0.0,Kakamega,179
Siakago,KE014066,Embu,KE014,770.40198798,Siakago,-0.50362115,37.79062065,POINT (1033681.9749179591 -55861.74128262269),141.96753194230155,411.9460605975833,0.0,Embu,66
Sigor,KE024130,West Pokot,KE024,2150.74853342,Sigor,1.57603801,35.58475392,POINT (787608.3995870327 174378.51297129493),195.6888135030192,179.9094713879649,0.0,West Pokot,175
Sigowet/Soin,KE035193,Kericho,KE035,464.38327966,Sigowet/Soin,-0.32563141,35.09416551,POINT (733076.6985720596 -36016.27485007198),202.29640826969563,139.9445206657238,0.0,Kericho,98
Sirisia,KE039217,Bungoma,KE039,210.14298645,Sirisia,0.73702666,34.49508725,POINT (666371.1090098745 81491.56226875463),261.27591690102423,27.70621211271467,0.0,Bungoma,75
Sotik,KE036194,Bomet,KE036,475.53823377,Sotik,-0.76531307,35.1444925,POINT (738663.2645598792 -84649.81761472565),218.93416930287927,182.43916464042803,0.0,Bomet,92
South Imenti,KE012059,Meru,KE012,661.7099844,South Imenti,-0.11711022,37.61606659,POINT (1014211.9031129726 -12986.60644538906),102.11859533707808,381.93665869996295,0.0,Meru,111
South Mugirango,KE045262,Kisii,KE045,207.4239243,South Mugirango,-0.8367771,34.65109554,POINT (683731.7244526262 -92527.74683985919),270.4394415457348,167.63221151234782,0.0,Kisii,172
Soy,KE027141,Uasin Gishu,KE027,655.44441581,Soy,0.73619222,35.22785238,POINT (747946.7518817708 81433.36559065401),181.7141270777064,107.27338755306252,0.0,Uasin Gishu,115
Starehe,KE047289,Nairobi,KE047,16.83635222,Starehe,-1.28990184,36.82862377,POINT (926241.8754541491 -142894.1009039507),176.15378234751924,355.4639560375747,0.0,Nairobi,6010
Suba North,KE043251,Homa Bay,KE043,1050.86783277,Suba North,-0.50475394,34.32193803,POINT (647106.0733956888 -55805.44275446054),290.04973928145665,125.5898709836394,0.0,Homa Bay,195
Suba South,KE043252,Homa Bay,KE043,1173.04812285,Suba South,-0.65110394,34.10718108,POINT (623201.3494886557 -71980.10784950675),317.86759335717045,142.78582970641975,0.0,Homa Bay,195
Subukia,KE032172,Nakuru,KE032,454.25502196,Subukia,0.02495213,36.22202038,POINT (858720.5575385098 2762.3561645644),71.27258731503805,227.4556854291476,0.0,Nakuru,649
Suna East,KE044255,Migori,KE044,206.68162545,Suna East,-1.06605394,34.52460603,POINT (669641.4529606923 -117873.12741000485),295.1275680624358,189.6505653142566,0.0,Migori,87
Suna West,KE044256,Migori,KE044,284.15681995,Suna West,-1.09155394,34.36813577,POINT (652226.3691370483 -120684.2817411438),311.5940144552221,190.6475429464462,0.0,Migori,87
Tarbaj,KE008035,Wajir,KE008,7544.37103586,Tarbaj,2.37922878,40.25136576,POINT (1308372.5223301123 265110.03495166445),449.6247170072867,695.0971698574906,0.0,Wajir,233
Taveta,KE006023,Taita Taveta,KE006,4007.26942629,Taveta,-3.43898577,37.85891485,POINT (1040356.1879979814 -381492.7482095944),430.9687078318102,602.2946424852588,0.0,Taita Taveta,282
Teso North,KE040225,Busia,KE040,254.07397094,Teso North,0.68056666,34.34379695,POINT (649534.2762888111 75243.93132193404),276.8236716393674,9.93550897106038,0.0,Busia,485
Teso South,KE040226,Busia,KE040,304.31938202,Teso South,0.53850794,34.23401264,POINT (637319.3729785583 59535.224981917585),287.0397888481963,10.879177903736108,0.0,Busia,485
Tetu,KE019094,Nyeri,KE019,358.51357373,Tetu,-0.45314156,36.82206294,POINT (925604.5581188452 -50198.16364480108),83.46678971187866,308.5129340932227,0.0,Nyeri,222
Tharaka,KE013062,Tharaka-Nithi,KE013,1477.94740177,Tharaka,-0.17970192,37.99640617,POINT (1056682.9462056663 -19938.73721014442),143.72832844355509,424.9126563694765,0.0,Tharaka-Nithi,59
Thika Town,KE022114,Kiambu,KE022,219.10537687,Thika Town,-1.05555442,37.1770449,POINT (965136.8763201309 -116983.37574584282),155.97308008679008,373.7489735581975,0.0,Kiambu,1758
Tiaty,KE030157,Baringo,KE030,4446.5018539,Tiaty,1.14390103,35.95054449,POINT (828402.7792387559 126604.52414297825),133.02497370297326,195.5575735287744,0.0,Baringo,211
Tigania East,KE012055,Meru,KE012,833.31638887,Tigania East,0.26986134,37.78319389,POINT (1032867.327732599 29932.735734028),109.765429365619,393.5543322628697,0.0,Meru,111
Tigania West,KE012054,Meru,KE012,391.49200242,Tigania West,0.17129208,37.74363395,POINT (1028453.4785465265 18998.4364177287),106.25965880211048,390.430786846315,0.0,Meru,111
Tinderet,KE029151,Nandi,KE029,541.6892369,Tinderet,-0.00821077,35.26049585,POINT (751602.3099091572 -908.2483257416008),174.91347507784386,130.92096554738586,0.0,Nandi,45
Tongaren,KE039224,Bungoma,KE039,375.43925894,Tongaren,0.77756929,34.93479758,POINT (715316.022145001 85994.17257423855),214.4280223057374,75.77700588858977,0.0,Bungoma,75
Turbo,KE027142,Uasin Gishu,KE027,435.05778745,Turbo,0.60069578,35.09846371,POINT (733546.2839925957 66439.80992324746),192.49120131053945,92.27981399527737,0.0,Uasin Gishu,115
Turkana Central,KE023125,Turkana,KE023,6615.80675614,Turkana Central,3.13173735,35.85090782,POINT (816894.9419502176 346585.52099429106),330.87842086412115,327.89992128910427,0.0,Turkana,174
Turkana East,KE023128,Turkana,KE023,11183.87105938,Turkana East,1.87194966,36.14241538,POINT (849662.9421262362 207220.88454833083),188.87165695076385,249.66221038100457,0.0,Turkana,174
Turkana North,KE023123,Turkana,KE023,20482.24260698,Turkana North,4.3760376,35.55307763,POINT (783364.2559853207 484175.0307734527),472.1118280799208,438.1848021302754,0.0,Turkana,174
Turkana South,KE023127,Turkana,KE023,7419.5486756,Turkana South,2.37789917,35.70025917,POINT (800325.7956226871 263124.60925721156),260.6463222613734,250.4277506999046,0.0,Turkana,174
Turkana West,KE023124,Turkana,KE023,14684.24807286,Turkana West,4.05175781,34.59598106,POINT (677174.6611032898 448022.85624334845),482.2401796213648,380.0664571140397,0.0,Turkana,174
Ugenya,KE041232,Siaya,KE041,321.05934445,Ugenya,0.21731754,34.20464567,POINT (634055.8878655392 24025.46467050524),289.2421991915343,46.2007324110317,0.0,Siaya,615
Ugunja,KE041233,Siaya,KE041,199.17755302,Ugunja,0.2070586,34.3402606,POINT (649150.175374228 22892.50268385332),274.1963687332561,47.40937245655393,0.0,Siaya,615
Uriri,KE044257,Migori,KE044,383.77929731,Uriri,-0.94320394,34.43487188,POINT (659660.6193133008 -104285.38431129331),297.2181653686796,174.9006011148592,0.0,Migori,87
Vihiga,KE038211,Vihiga,KE038,89.52488194,Vihiga,0.03155753,34.69029154,POINT (688114.5727325256 3489.583898624543),236.91139140977373,81.03621157486411,0.0,Vihiga,112
Voi,KE006026,Taita Taveta,KE006,8581.29248601,Voi,-3.33802243,38.79424364,POINT (1144767.5072491074 -370859.21290162165),460.8728893638855,668.9592049772413,0.0,Taita Taveta,282
Wajir East,KE008034,Wajir,KE008,4279.58031917,Wajir East,2.00619507,40.7082978,POINT (1359827.166949199 223779.88625456335),476.4387769935582,734.8501940684328,0.0,Wajir,233
Wajir North,KE008033,Wajir,KE008,10398.86500056,Wajir North,2.98934392,39.75345509,POINT (1252220.7512763832 332735.44297785056),444.9590266434902,665.1392086423601,0.0,Wajir,233
Wajir South,KE008038,Wajir,KE008,21580.6221263,Wajir South,0.96433624,40.23985783,POINT (1307667.074163518 107450.53748265433),391.6127235654975,667.4159589841291,0.0,Wajir,233
Wajir West,KE008036,Wajir,KE008,8124.32104518,Wajir West,1.64850455,39.67596986,POINT (1244257.4459688787 183461.46945944423),354.5105691969092,613.5825072567987,0.0,Wajir,233
Webuye East,KE039221,Bungoma,KE039,163.95550759,Webuye East,0.65294909,34.79716654,POINT (699999.7518491605 72206.27809561232),226.52959446930925,58.73299078623294,0.0,Bungoma,75
Webuye West,KE039222,Bungoma,KE039,236.07019054,Webuye West,0.59749675,34.71666272,POINT (691040.0344660818 66071.21849897616),234.4229383310186,49.8463915625892,0.0,Bungoma,75
West Mugirango,KE046271,Nyamira,KE046,179.82221119,West Mugirango,-0.57212475,34.91133369,POINT (712712.7672431514 -63272.43344101723),231.5117288158236,150.88166464576608,0.0,Nyamira,114
Westlands,KE047274,Nairobi,KE047,72.70426971,Westlands,-1.23206086,36.79537519,POINT (922544.1778457027 -136481.20960554414),169.71486764310887,348.6778889260856,0.0,Nairobi,6010
Wundanyi,KE006024,Taita Taveta,KE006,850.95271696,Wundanyi,-3.29923698,38.26943486,POINT (1086217.8647073891 -366223.5859191232),431.4578281606556,622.83129150225,0.0,Taita Taveta,282
Yatta,KE016076,Machakos,KE016,1060.93373705,Yatta,-1.2419429,37.58482105,POINT (1010605.123251253 -137715.7354324749),192.01942086464445,423.5218922998726,0.0,Machakos,418
