country,provpcode,province,ctypcode,county,scpcode,Subcounty,dhis2_id,longitude,latitude,dist_to_busia_km,dist_to_malaba_km,dist_to_lwakhakha_km,dist_to_suam_km,dist_to_laikipia_airbase_km
Kenya,KEN_1_4,Central,KEN_2_18,Nyandarua,KEN_3_93,Ndaragwa,EESGLsSLTqH,36.53449640485079,-0.1175819634981268,276.7915033307268,264.84900387264577,260.4405577639492,249.62786898717948,57.71555963758663
Kenya,KEN_1_7,Nyanza,KEN_2_41,Siaya,KEN_3_237,Rarieda,XcRpb1xsM64,34.338599985354534,-0.2216288028829794,80.4542749275751,95.63691535570604,113.25018925896126,166.14492783164036,300.2141213314794
Kenya,KEN_1_1,Coast,KEN_2_6,Taita Taveta,KEN_3_24,Wundanyi,AM36DdkZ36Y,38.187407082398686,-3.0414633644949216,597.5471252500357,596.9354924410511,601.1625406011867,610.0085861949009,367.66045830262317
Kenya,KEN_1_3,Eastern,KEN_2_17,Makueni,KEN_3_85,Kaiti ,pKJ4NZGPzTA,37.44331394648836,-1.77437136147927,446.13797151212975,442.6356175266704,444.81358087254785,449.19021879093594,208.56121360640742
Kenya,KEN_1_3,Eastern,KEN_2_14,Embu,KEN_3_65,Mbeere South ,AvnM6jKoocs,37.61019398101973,-0.7458163780195909,411.382432302133,401.4223449563251,398.2151662471986,387.605383526108,110.22792904790684
Kenya,KEN_1_4,Central,KEN_2_19,Nyeri,KEN_3_94,Tetu,YT3tecc4atw,36.89539615330705,-0.4571456859280668,325.80379647090217,315.7120847810943,312.70510321637965,304.4214729064924,58.60820451583618
Kenya,KEN_1_7,Nyanza,KEN_2_44,Migori,KEN_3_258,Nyatike,D2lsuEzZAJP,34.22267100620248,-0.938876867016746,156.72016780012802,175.22606795294547,193.69019528167453,246.63030562513606,330.50578938176426
Kenya,KEN_1_4,Central,KEN_2_22,Kiambu,KEN_3_111,Gatundu South,EcRytSSIkUq,36.84378770572298,-0.987734285922322,343.8400337250327,337.9119273652395,338.417368273175,339.74921636175196,117.55253554182688
Kenya,KEN_1_5,Rift Valley,KEN_2_29,Nandi,KEN_3_153,Nandi East,W6Err8cQf5J,35.26078877478423,0.1046265388876354,133.63588067880846,124.52818948186659,124.70435858064666,137.2824710973222,196.18552905329358
Kenya,KEN_1_4,Central,KEN_2_19,Nyeri,KEN_3_96,Mathira East,vznKK4IegIL,37.13895807807,-0.4608818044790119,351.7309933322349,341.01428631056405,337.3373717148516,326.4859786963547,58.64134168497952
Kenya,KEN_1_5,Rift Valley,KEN_2_28,Elgeyo-Marakwet,KEN_3_147,Marakwet East sub-county,EZraJgLdRLX,35.577543050951775,1.1538478250558803,179.711120526446,155.84181058516415,139.19124249320245,94.35378550547065,202.08690279319006
Kenya,KEN_1_5,Rift Valley,KEN_2_34,Kajiado,KEN_3_187,Loitokitok,eyADpAXM834,37.46858725695776,-2.6565709475196684,509.4937739945576,509.98000408644504,515.2117225219408,527.6308753232254,305.40808507266706
Kenya,KEN_1_7,Nyanza,KEN_2_45,Kisii,KEN_3_263,Bomachoge Borabu,ntRK47D5dYL,34.754614827123,-0.9140007796196,169.18340948017416,180.42477371732127,194.71572803983773,237.3040987931103,274.36869538427516
Kenya,KEN_1_5,Rift Valley,KEN_2_31,Laikipia,KEN_3_165,Laikipia North,RJyUfi5BQUm,36.87652168148772,0.425017266101266,307.1257324741088,290.2141340842016,280.876305239122,254.3551411754426,44.421721031181804
Kenya,KEN_1_3,Eastern,KEN_2_15,Kitui,KEN_3_71,Kitui Rural,vbauk0RRq9N,37.87144706815917,-1.5205949090284183,472.5285633599594,466.2697239818441,466.0976974964325,463.4148867311587,198.79837645346538
Kenya,KEN_1_5,Rift Valley,KEN_2_27,Uasin Gishu,KEN_3_142,Turbo,KuprsuBe1l0,35.113289987012244,0.5965367664768667,111.97231457227755,93.31195838388085,84.73393154794388,81.29469224799001,220.90184500013817
Kenya,KEN_1_8,Nairobi,KEN_2_47,Nairobi,KEN_3_284,Embakasi Central,XvpLXU47BKs,36.91506265088635,-1.2688262265545622,366.3034462633236,361.9872249491475,363.7419690933468,368.1524121699796,147.58199561000717
Kenya,KEN_1_3,Eastern,KEN_2_16,Machakos,KEN_3_82,Mwala,fYYivceocJ2,37.5243363379074,-1.4200078709985484,433.26513361652246,427.54613750947334,427.92420884463775,427.32328912750626,173.0605862241496
Kenya,KEN_1_5,Rift Valley,KEN_2_26,Trans Nzoia,KEN_3_136,Kwanza ,ABy8CNqf2e7,34.98015062241204,1.1449142885040056,122.27547339177731,96.6824384543795,77.38978914123885,28.88680192273754,257.6433239488631
Kenya,KEN_1_6,Western,KEN_2_38,Vihiga,KEN_3_211,Vihiga,OOF3UX4yOt7,34.692115329411,0.032403273278836,80.31889881327466,81.59218264372917,91.82978938239388,132.12694900930373,259.34916339973546
Kenya,KEN_1_6,Western,KEN_2_39,Bungoma,KEN_3_220,Kanduyi,CUjthlounWV,34.59267289301939,0.5533770658785814,54.018875308494884,36.499768151761,36.044708236264235,75.71276522222685,276.0361258666382
Kenya,KEN_1_8,Nairobi,KEN_2_47,Nairobi,KEN_3_287,Makadara ,wwROy3Qkwin,36.86911962206104,-1.2953780765491516,363.552904578479,359.612095031709,361.6852697001097,367.048306196461,151.0229901826753
Kenya,KEN_1_5,Rift Valley,KEN_2_31,Laikipia,KEN_3_163,Laikipia West,pXbWrnFPpKb,36.471738572120834,0.3004355407477314,262.7336900744988,247.0929119852747,239.25864672022288,218.85294059565499,67.29002444244969
Kenya,KEN_1_5,Rift Valley,KEN_2_32,Nakuru,KEN_3_168,Naivasha ,yZJJPoSGhY6,36.39326921775048,-0.8739418001814807,293.9437698213912,289.2567049882412,291.0433755648454,297.24774871667,124.7757392138154
Kenya,KEN_1_5,Rift Valley,KEN_2_35,Kericho,KEN_3_193,Sigowet/Soin,ScLzA7tQxrH,35.11533380288363,-0.3009714147652072,140.21631052858763,139.95735553010863,146.99174532498557,174.42869501089694,215.91406041588445
